word,pyleetspeak,minedLeet,BestMatches,correct
peutic,peut1c,['peut1c'],peptic,no
tomball,tomb@ll,['tomb@ll'],tombola,no
windoze,w1nd0z3,['w1nd0z3'],wIndOzE,yes
paycheque,p@ych3q_3,['p@ych3q_3'],pAychEqAE,no
atf,@tf,['@tf'],Atf,yes
tinicum,t1n1c_m,['t1n1c_m'],tInIcAm,no
rotifer,r0tif3r,['r0tif3r'],rOtifEr,yes
madthumbs,m4dthumbs,['m4dthumbs'],mAdthumbs,yes
ciwem,c1w3m,['c1w3m'],cIwEm,yes
mouvement,m0_v3m3nt,['m0_v3m3nt'],mOAvEmEnt,no
knk,knk,[],,
wirtschaftsinformatik,wirtsch@fts1nform@t1k,[],,
cusc,c_sc,['c_sc'],case,no
jahrestagung,j@hrest4gung,['j@hrest4gung'],jAhrestAgung,yes
lenen,l3n3n,['l3n3n'],linen,no
bagwell,bagwell,[],,
diller,d1ll3r,['d1ll3r'],dOllAr,no
snowline,sn0wl1n3,['sn0wl1n3'],snOwlInE,yes
tthm,tthm,[],,
preter,preter,[],,
gotton,g0tt0n,['g0tt0n'],gOttEn,no
foxkidscom,f0xk1dsc0m,['f0xk1dsc0m'],fOxkIdscOm,yes
huskers,h_skers,['h_skers'],hackers,no
tamashi,t4m4sh1,['t4m4sh1'],tAmAshI,yes
setteth,s3tt3th,['s3tt3th'],sitteth,no
cywir,cyw1r,['cyw1r'],cyber,no
comapnies,c0m@pn1es,['c0m@pn1es'],cOmApnIes,yes
grehan,gr3han,['gr3han'],graham,no
coliform,c0l1f0rm,['c0l1f0rm'],cOlIfOrm,yes
villeneuve,v1lleneuve,['v1lleneuve'],vIlleneuve,yes
engnes,3ngn3s,['3ngn3s'],EngnEs,yes
phra,phr4,['phr4'],para,no
xcl,xcl,[],,
typetools,typ3t00ls,['typ3t00ls'],typEtOOls,yes
durgan,d_rg@n,['d_rg@n'],dArgAn,no
earnalot,3@rn@l0t,['3@rn@l0t'],EArnAlOt,yes
bstract,bstr4ct,['bstr4ct'],strict,no
uchc,_chc,['_chc'],ache,no
sassen,s4ss3n,['s4ss3n'],sAssEn,yes
comas,c0mas,['c0mas'],cOmas,yes
retraite,r3tr41t3,['r3tr41t3'],rEtrAItE,yes
dreyfuss,dr3yf_ss,['dr3yf_ss'],drEyfUss,yes
heh,h3h,['h3h'],hEh,yes
ppta,ppta,[],,
jamm,j@mm,['j@mm'],jam,no
ccho,cch0,['cch0'],echo,no
endtime,3ndt1m3,['3ndt1m3'],EndtImE,yes
cnk,cnk,[],,
lion,l10n,['l10n'],lIOn,yes
tmz,tmz,[],,
atnf,4tnf,['4tnf'],stuf,no
struts,str_ts,['str_ts'],strUts,yes
quantegy,quantegy,[],,
pavin,p@v1n,['p@v1n'],pAvIn,yes
anywho,4nywho,['4nywho'],guywho,no
lselectronic,ls3l3ctronic,['ls3l3ctronic'],lsElEctronic,yes
wwwswitchboard,wwwsw1tchboard,['wwwsw1tchboard'],wwwswItchboard,yes
athematics,@th3m@t1cs,['@th3m@t1cs'],AthEmAtIcs,yes
videocamera,v1d30c4m3r@,['v1d30c4m3r@'],vIdEOcAmErA,yes
carrasquillo,c4rr4sq_1ll0,['c4rr4sq_1ll0'],cArrAsqAIllO,no
barbadoes,b4rb@do3s,['b4rb@do3s'],bArbAdoEs,yes
schultheis,sch_lth31s,['sch_lth31s'],schAlthEIs,no
wheatly,wh3atly,['wh3atly'],whatl,no
wedbush,w3db_sh,['w3db_sh'],wEdbAsh,no
undissolved,und1ssolved,['und1ssolved'],undIssolved,yes
fireteam,f1r3t3@m,['f1r3t3@m'],fIrEtEAm,yes
madelyne,m4d3lyn3,['m4d3lyn3'],mAdElynE,yes
maldini,m4ld1n1,['m4ld1n1'],mAldInI,yes
pavlikeni,p@vl1k3n1,['p@vl1k3n1'],pAvlIkEnI,yes
xclef,xcl3f,['xcl3f'],xclEf,yes
mycoupons,myc0_p0ns,['myc0_p0ns'],mycOApOns,no
rtttl,rtttl,[],,
galleriespostbagin,g@ll3r13sp0stb@g1n,[],,
handstory,h4ndst0ry,['h4ndst0ry'],hAndstOry,yes
infielder,1nf1elder,['1nf1elder'],InfIelder,yes
whey,wh3y,['wh3y'],whEy,yes
studpups,studpups,[],,
slutpostfree,slutpostfr33,['slutpostfr33'],slutpostfrEE,yes
cosnaming,c0snam1ng,['c0snam1ng'],cOsnamIng,yes
timmins,timmins,[],,
exus,exus,[],,
kpdf,kpdf,[],,
arati,4r@t1,['4r@t1'],ArAtI,yes
bauch,ba_ch,['ba_ch'],baTch,no
thorax,th0rax,['th0rax'],thOrax,yes
portadown,p0rtad0wn,['p0rtad0wn'],pOrtadOwn,yes
metrical,metr1cal,['metr1cal'],metrIcal,yes
proect,pr03ct,['pr03ct'],prOEct,yes
brancaster,br4nc4st3r,['br4nc4st3r'],brAncAstEr,yes
wwwkids,wwwk1ds,['wwwk1ds'],wwwkIds,yes
gtst,gtst,[],,
remotes,r3m0t3s,['r3m0t3s'],rEmOtEs,yes
helpage,h3lp@g3,['h3lp@g3'],hElpAgE,yes
myhotw,myh0tw,['myh0tw'],myhOtw,yes
britten,br1tt3n,['br1tt3n'],brIttEn,yes
janvier,j@nvi3r,['j@nvi3r'],jAnviEr,yes
cardw,c4rdw,['c4rdw'],card,no
cascara,c@scar@,['c@scar@'],cascara,yes
bergemann,b3rg3mann,['b3rg3mann'],bErgEmann,yes
tassone,t@ss0n3,['t@ss0n3'],tAssOnE,yes
umaid,um@id,['um@id'],maid,no
ounce,0_nc3,['0_nc3'],OAncE,no
dreamscat,dr3@msc4t,['dr3@msc4t'],drEAmscAt,yes
gloucs,glo_cs,['glo_cs'],globes,no
penetrator,penetr@t0r,['penetr@t0r'],penetrator,yes
catridges,c@tr1dg3s,['c@tr1dg3s'],cAtrIdgEs,yes
kino,k1n0,['k1n0'],kInO,yes
chapultepec,ch@p_ltepec,['ch@p_ltepec'],chApAltepec,no
armillary,arm1llary,['arm1llary'],armIllary,yes
ringmat,r1ngm@t,['r1ngm@t'],rIngmAt,yes
vivienda,v1v13nd4,['v1v13nd4'],vIvIEndA,yes
tolbutamide,t0lb_t4mide,['t0lb_t4mide'],tOlbAtAmide,no
shimonski,sh1m0nsk1,['sh1m0nsk1'],shImOnskI,yes
outlot,o_tlot,['o_tlot'],outlet,no
ferien,f3ri3n,['f3ri3n'],frien,no
wijaya,wijaya,[],,
thoughts,th0_ghts,['th0_ghts'],thOUghts,yes
monke,m0nk3,['m0nk3'],monkey,no
celeberties,c3l3b3rt1es,['c3l3b3rt1es'],cElEbErtIes,yes
powel,p0wel,['p0wel'],power,no
cifial,cifi4l,['cifi4l'],civil,no
ermis,3rm1s,['3rm1s'],arms,no
portishead,p0rt1sh34d,['p0rt1sh34d'],pOrtIshEAd,yes
demme,demme,[],,
exxonmobil,exxonmob1l,['exxonmob1l'],exxonmobIl,yes
mulches,mulch3s,['mulch3s'],muchas,no
brimonidine,brimon1d1n3,['brimon1d1n3'],brimonIdInE,yes
dotlrn,dotlrn,[],,
pvos,pv0s,['pv0s'],pros,no
semarang,sem@r4ng,['sem@r4ng'],semArAng,yes
xib,x1b,['x1b'],rib,no
chuckled,chuckled,[],,
easythumbs,34syth_mbs,['34syth_mbs'],EAsythAmbs,no
fincher,f1nch3r,['f1nch3r'],fInchEr,yes
finddevelopment,finddev3l0pm3nt,['finddev3l0pm3nt'],finddevElOpmEnt,yes
mcbrayer,mcbr4y3r,['mcbr4y3r'],mcbrAyEr,yes
goodlettsville,g00dl3ttsv1ll3,['g00dl3ttsv1ll3'],gOOdlEttsvIllE,yes
cannellini,cannell1n1,['cannell1n1'],cannelloni,no
rula,r_l4,['r_l4'],rule,no
rotund,r0t_nd,['r0t_nd'],rotund,yes
kurowski,k_r0wsk1,['k_r0wsk1'],kArOwskI,no
visualiza,v1s_4l1z4,['v1s_4l1z4'],vIsAAlIzA,no
vesuvio,v3s_v1o,['v3s_v1o'],vEsAvIo,no
setlength,s3tl3ngth,['s3tl3ngth'],sEtlEngth,yes
madcap,m@dc@p,['m@dc@p'],mAdcAp,yes
mausoleum,m@usol3um,['m@usol3um'],mAusolEum,yes
cocca,cocc@,['cocc@'],cocoa,no
rayson,r4ys0n,['r4ys0n'],rAysOn,yes
easyfinder,34syf1nd3r,['34syf1nd3r'],EAsyfIndEr,yes
excretory,excretory,[],,
infers,inf3rs,['inf3rs'],inform,no
helmore,h3lmor3,['h3lmor3'],hElmorE,yes
windless,w1ndl3ss,['w1ndl3ss'],windless,yes
bingara,b1ng@r@,['b1ng@r@'],bIngArA,yes
franc,fr4nc,['fr4nc'],frAnc,yes
atherogenic,4ther0gen1c,['4ther0gen1c'],AtherOgenIc,yes
steeley,ste3l3y,['ste3l3y'],steely,no
sharka,sh4rk@,['sh4rk@'],shArkS,no
movimiento,m0v1m13nt0,['m0v1m13nt0'],mOvImIEntO,yes
cambridgesoft,c@mbr1dgesoft,['c@mbr1dgesoft'],cAmbrIdgesoft,yes
clamoured,cl@m0_r3d,['cl@m0_r3d'],clAmOArEd,no
eynde,3ynd3,['3ynd3'],LyndA,no
cevado,c3v4d0,['c3v4d0'],cEvAdO,yes
gripping,gr1pp1ng,['gr1pp1ng'],grIppIng,yes
futzing,f_tz1ng,['f_tz1ng'],futzing,yes
playhouses,pl@yh0_s3s,['pl@yh0_s3s'],plAyhOAsEs,no
bryde,bryde,[],,
virulence,vir_l3nc3,['vir_l3nc3'],virAlEncE,no
sexso,s3xs0,['s3xs0'],sExsO,yes
faeces,f@eces,['f@eces'],fAeces,yes
meu,meu,[],,
iwashita,iw4shit@,['iw4shit@'],iwAshitA,yes
hamdy,h4mdy,['h4mdy'],handy,no
editlive,3d1tl1v3,['3d1tl1v3'],EdItlIvE,yes
nio,n10,['n10'],no,no
combining,c0mb1n1ng,['c0mb1n1ng'],cOmbInIng,yes
axia,ax1a,['ax1a'],axis,no
froogle,froogl3,['froogl3'],frooglE,yes
unitor,_n1tor,['_n1tor'],AnItor,no
nspa,nsp@,['nsp@'],spa,no
hzds,hzds,[],,
anar,4n@r,['4n@r'],nor,no
lhl,lhl,[],,
mourned,m0_rn3d,['m0_rn3d'],mOArnEd,no
winterbottom,w1nt3rb0tt0m,['w1nt3rb0tt0m'],wIntErbOttOm,yes
grudging,gr_dg1ng,['gr_dg1ng'],grudging,yes
sownload,s0wnl0@d,['s0wnl0@d'],sOwnlOAd,yes
musicnet,m_s1cnet,['m_s1cnet'],mAsIcnet,no
ecrc,3crc,['3crc'],arc,no
kare,k4r3,['k4r3'],are,no
keeter,ke3t3r,['ke3t3r'],keEtEr,yes
healthfulness,h34lthf_ln3ss,['h34lthf_ln3ss'],hEAlthfAlnEss,no
retaliatory,ret4l14tory,['ret4l14tory'],retAlIAtory,yes
therof,th3r0f,['th3r0f'],thErOf,yes
phoniness,ph0nin3ss,['ph0nin3ss'],phoniness,yes
ibuzz,1b_zz,['1b_zz'],AbUzz,no
ellerbeck,3llerb3ck,['3llerb3ck'],EllerbEck,yes
anout,an0_t,['an0_t'],anGSt,no
mtx,mtx,[],,
teow,te0w,['te0w'],tew,no
proove,pr00v3,['pr00v3'],prOOvE,yes
tpas,tp4s,['tp4s'],pas,no
wests,w3sts,['w3sts'],west,no
liberties,l1b3rt13s,['l1b3rt13s'],lIbErtIEs,yes
oita,01t4,['01t4'],OItA,yes
jeck,j3ck,['j3ck'],jAck,no
breadbox,br34db0x,['br34db0x'],brEAdbOx,yes
sooth,s00th,['s00th'],sOOth,yes
berning,berning,[],,
incendio,1nc3nd10,['1nc3nd10'],IncEndIO,yes
griffin,griffin,[],,
certificazioni,c3rtif1c4z10n1,['c3rtif1c4z10n1'],cErtifIcAzIOnI,yes
outdir,0_tdir,['0_tdir'],OAtdir,no
wgm,wgm,[],,
ltsalmon,ltsalm0n,['ltsalm0n'],ltsalmOn,yes
entwine,3ntw1n3,['3ntw1n3'],EntwInE,yes
jacklin,j@ckl1n,['j@ckl1n'],jAcklIn,yes
watercare,w4t3rc4r3,['w4t3rc4r3'],wAtErcArE,yes
dalmations,d@lm4t10ns,['d@lm4t10ns'],dAlmAtIOns,yes
phaseout,ph@s30_t,['ph@s30_t'],phAsEOAt,no
wellas,w3ll4s,['w3ll4s'],wEllEs,no
functor,f_nctor,['f_nctor'],factor,no
akbbs,akbbs,[],,
dayle,d4yl3,['d4yl3'],dOylE,no
fondo,f0nd0,['f0nd0'],fIndA,no
crackly,crackly,[],,
glatzer,gl@tzer,['gl@tzer'],glitter,no
rabbits,r4bb1ts,['r4bb1ts'],rAbbIts,yes
wwwgmxde,wwwgmxd3,['wwwgmxd3'],wwwgmxdE,yes
electropop,3l3ctropop,['3l3ctropop'],ElEctropop,yes
tisseghem,tiss3gh3m,['tiss3gh3m'],tissEghEm,yes
dameware,d4m3w@r3,['d4m3w@r3'],dAmEwArE,yes
telegeography,t3l3ge0gr@phy,['t3l3ge0gr@phy'],tElEgeOgrAphy,yes
goswin,g0sw1n,['g0sw1n'],gOswIn,yes
gutmann,g_tm@nn,['g_tm@nn'],gAtmAnn,no
bzzzy,bzzzy,[],,
goldrnpalace,g0ldrnp4l4c3,['g0ldrnp4l4c3'],gOldrnpAlAcE,yes
shuler,sh_l3r,['sh_l3r'],shAlEr,no
shaposhnikov,sh4p0shn1k0v,['sh4p0shn1k0v'],shApOshnIkOv,yes
chambray,ch4mbr4y,['ch4mbr4y'],chAmbrAy,yes
krasnodar,kr@snod@r,['kr@snod@r'],krAsnodAr,yes
challange,ch@ll4ng3,['ch@ll4ng3'],chAllAngE,yes
metzeler,m3tzel3r,['m3tzel3r'],mEtzelEr,yes
cheshireknickers,chesh1r3kn1ck3rs,[],,
vallely,v4llely,['v4llely'],valley,no
sosb,sosb,[],,
aksu,4ks_,['4ks_'],aks,no
dtor,dt0r,['dt0r'],door,no
polybagged,p0lyb@gg3d,['p0lyb@gg3d'],pOlybAggEd,yes
chromehounds,chr0m3h0_nds,['chr0m3h0_nds'],chrOmEhOAnds,no
quazar,q_4z4r,['q_4z4r'],qAAzAr,no
netex,netex,[],,
sahel,s4h3l,['s4h3l'],shel,no
facciale,f4cc14le,['f4cc14le'],fAccIAle,yes
converter,c0nverter,['c0nverter'],cOnverter,yes
accuvote,@cc_v0te,['@cc_v0te'],AccAvOte,no
mphys,mphys,[],,
dharamsala,dhar@ms@l4,['dhar@ms@l4'],dharAmsAlA,yes
calcolatore,c4lc0l@t0r3,['c4lc0l@t0r3'],cAlcOlAtOrE,yes
humborg,h_mb0rg,['h_mb0rg'],hAmbUrg,no
kinda,k1nda,['k1nda'],kInda,yes
butt,butt,[],,
nadca,n4dc4,['n4dc4'],nAdcA,yes
mendelson,m3nd3ls0n,['m3nd3ls0n'],mEndElsOn,yes
precertification,precert1fic4t10n,[],,
isues,1su3s,['1su3s'],sums,no
cuentacuentos,c_3nt@c_3nt0s,['c_3nt@c_3nt0s'],cAEntAcAEntOs,no
wexo,w3x0,['w3x0'],wAxY,no
ogis,og1s,['og1s'],otis,no
catechins,c@t3chins,['c@t3chins'],cAtEchins,yes
beatitude,b3@t1t_d3,['b3@t1t_d3'],bEAtItAdE,no
arkani,arkan1,['arkan1'],armani,no
eastlands,e4stl@nds,['e4stl@nds'],eAstlAnds,yes
desu,d3s_,['d3s_'],dEsA,no
clubsulike,clubsulik3,['clubsulik3'],clubsulikE,yes
ncees,ncees,[],,
cussler,c_ssl3r,['c_ssl3r'],cAsslEr,no
adventurequest,adv3nt_req_3st,['adv3nt_req_3st'],advEntAreqAEst,no
excitement,3xc1tem3nt,['3xc1tem3nt'],ExcItemEnt,yes
configure,config_re,['config_re'],configUre,yes
oligonucleotide,0l1g0n_cl3ot1d3,['0l1g0n_cl3ot1d3'],OlIgOnAclEotIdE,no
belden,b3ld3n,['b3ld3n'],bEldEn,yes
yankton,y4nkt0n,['y4nkt0n'],yAnktOn,yes
macauley,m@c4ul3y,['m@c4ul3y'],mAcAulEy,yes
scotusblog,sc0t_sbl0g,['sc0t_sbl0g'],scOtAsblOg,no
magnitogorsk,magn1togorsk,['magn1togorsk'],magnItogorsk,yes
wenden,wenden,[],,
monkeyboy,monk3yboy,['monk3yboy'],monkEyboy,yes
sibling,s1bl1ng,['s1bl1ng'],sIblIng,yes
gaelic,g43l1c,['g43l1c'],gAElIc,yes
mtwtf,mtwtf,[],,
sonnenberg,s0nnenberg,['s0nnenberg'],sOnnenberg,yes
leeuwenvoet,l3e_w3nv03t,['l3e_w3nv03t'],lEeAwEnvOEt,no
larosa,l4r0s@,['l4r0s@'],lArOsA,yes
ferrets,f3rr3ts,['f3rr3ts'],fErrEts,yes
coipart,c01p4rt,['c01p4rt'],cOIpArt,yes
miyashiro,m1y@sh1ro,['m1y@sh1ro'],mIyAshIro,yes
faucetdirect,f4ucetd1rect,['f4ucetd1rect'],fAucetdIrect,yes
puttnam,p_ttn4m,['p_ttn4m'],pAttnAm,no
valis,v@l1s,['v@l1s'],vOlEs,no
fend,f3nd,['f3nd'],fEnd,yes
giftwarehouse,g1ftwar3hous3,['g1ftwar3hous3'],gIftwarEhousE,yes
artin,@rtin,['@rtin'],martin,no
herbrand,h3rbr@nd,['h3rbr@nd'],hErbrAnd,yes
ineed,in33d,['in33d'],inKEd,no
macrocarpa,macr0carpa,['macr0carpa'],macrOcarpa,yes
bushwhacked,b_shwh@ck3d,['b_shwh@ck3d'],bAshwhAckEd,no
playtech,pl@yt3ch,['pl@yt3ch'],plAytEch,yes
barela,b4r3l4,['b4r3l4'],bArElA,yes
yangshuo,y4ngsh_0,['y4ngsh_0'],yAngshAO,no
bahreyn,b@hr3yn,['b@hr3yn'],bAhrEyn,yes
viagr,viagr,[],,
rslts,rslts,[],,
etob,3t0b,['3t0b'],StAb,no
reportedby,r3p0rt3dby,['r3p0rt3dby'],rEpOrtEdby,yes
witho,w1th0,['w1th0'],wIthA,no
lucton,l_ct0n,['l_ct0n'],lActOn,no
stacker,st@ck3r,['st@ck3r'],stAckEr,yes
zanna,z@nn4,['z@nn4'],zAnnA,yes
pongal,p0ng4l,['p0ng4l'],pOngAl,yes
spectinomycin,sp3ct1n0myc1n,['sp3ct1n0myc1n'],spEctInOmycIn,yes
bana,b@n4,['b@n4'],bAnA,yes
castle,castl3,['castl3'],castlE,yes
orientalist,0ri3nt@list,['0ri3nt@list'],OriEntAlist,yes
debarchiver,d3b4rch1v3r,['d3b4rch1v3r'],dEbArchIvEr,yes
xeryus,xery_s,['xery_s'],xerxes,no
djorgovski,dj0rg0vski,['dj0rg0vski'],djOrgOvski,yes
schyool,schy00l,['schy00l'],schyOOl,yes
sauceda,sa_c3da,['sa_c3da'],saAcEda,no
madaffer,m@d@ff3r,['m@d@ff3r'],mAdAffEr,yes
psychi,psych1,['psych1'],psychO,no
imil,1m1l,['1m1l'],mail,no
blockset,blocks3t,['blocks3t'],blocks,no
gembloux,gemblo_x,['gemblo_x'],gembloAx,no
brut,br_t,['br_t'],brAt,no
squerting,sq_ert1ng,['sq_ert1ng'],sqAertIng,no
swarovski,swar0vsk1,['swar0vsk1'],swarOvskI,yes
sciencedirect,sc1enc3d1r3ct,['sc1enc3d1r3ct'],scIencEdIrEct,yes
urdalen,_rd4l3n,['_rd4l3n'],ArdAlEn,no
christelle,chr1st3ll3,['chr1st3ll3'],chrIstEllE,yes
mumpower,m_mp0w3r,['m_mp0w3r'],mAmpOwEr,no
dalbello,dalb3ll0,['dalb3ll0'],dalbEllO,yes
jobscumbias,j0bscumbias,['j0bscumbias'],jObscumbias,yes
booze,b00z3,['b00z3'],bOOzE,yes
cheatsheet,ch3atshe3t,['ch3atshe3t'],chEatsheEt,yes
junya,j_ny@,['j_ny@'],jAnyA,no
remands,rem@nds,['rem@nds'],remInds,no
schutze,schutz3,['schutz3'],schmutz,no
cristiani,cr1sti@n1,['cr1sti@n1'],crIstiAnI,yes
videodrome,v1d30dr0m3,['v1d30dr0m3'],vIdEOdrOmE,yes
wedge,w3dg3,['w3dg3'],wEdgE,yes
carolees,carol33s,['carol33s'],carols,no
yussuf,y_ss_f,['y_ss_f'],yussef,no
gentlemens,g3ntl3mens,['g3ntl3mens'],gentlemens,yes
ceeded,c33ded,['c33ded'],raided,no
finzi,f1nz1,['f1nz1'],fInzI,yes
pavese,pavese,[],,
revascularisation,r3v4sc_lar1s4t1on,[],,
ronni,ronni,[],,
ohnson,0hns0n,['0hns0n'],OhnsOn,yes
erosjapan,3r0sj@p4n,['3r0sj@p4n'],ErOsjApAn,yes
goolve,goolve,[],,
cbd,cbd,[],,
sumatra,s_m@tr4,['s_m@tr4'],sAmAtrA,no
blossoms,blossoms,[],,
ncadd,nc4dd,['nc4dd'],ncAdd,yes
orchestrate,0rch3str@t3,['0rch3str@t3'],OrchEstrAtE,yes
totalbet,t0talb3t,['t0talb3t'],tOtalbEt,yes
ecomm,3comm,['3comm'],comm,no
buttom,b_tt0m,['b_tt0m'],bOttOm,no
adaptable,ad@pt@bl3,['ad@pt@bl3'],adAptAblE,yes
heavyface,h34vyf@c3,['h34vyf@c3'],hEAvyfAcE,yes
wtd,wtd,[],,
rajon,r@j0n,['r@j0n'],rAjOn,yes
toshihiro,t0sh1h1r0,['t0sh1h1r0'],tOshIhIrO,yes
kerstein,k3rst31n,['k3rst31n'],kErstEIn,yes
trabeculae,tr@b3cul43,['tr@b3cul43'],trAbEculAE,yes
neira,n31ra,['n31ra'],nEGra,no
ecost,3cost,['3cost'],cost,no
casilla,c4sill@,['c4sill@'],cAsillA,yes
dfid,df1d,['df1d'],did,no
rrtc,rrtc,[],,
chernomorets,ch3rnomor3ts,['ch3rnomor3ts'],chErnomorEts,yes
allegany,@lleg4ny,['@lleg4ny'],AllegAny,yes
aizawa,a1zawa,['a1zawa'],aIzawa,yes
chaudiere,ch@_di3r3,['ch@_di3r3'],chAAdiErE,no
plasterers,pl4sterers,['pl4sterers'],plasterer,no
slutmy,sl_tmy,['sl_tmy'],slutty,no
legocom,legocom,[],,
yaseen,y@s33n,['y@s33n'],yAsEEn,yes
globalmedia,glob@lm3d1@,['glob@lm3d1@'],globAlmEdIA,yes
manifold,m4n1f0ld,['m4n1f0ld'],mAnIfOld,yes
supernovas,s_p3rn0v@s,['s_p3rn0v@s'],sApErnOvAs,no
mcneese,mcn33se,['mcn33se'],mcnEEse,yes
onanism,0n@n1sm,['0n@n1sm'],OnAnIsm,yes
cupro,c_pr0,['c_pr0'],cAprI,no
mappings,m@pp1ngs,['m@pp1ngs'],mAppIngs,yes
iospace,10spac3,['10spac3'],IOspacE,yes
runup,runup,[],,
lesbi,l3sb1,['l3sb1'],lEsbO,no
djwhal,djwh4l,['djwh4l'],djwhAl,yes
duffell,d_ffell,['d_ffell'],duffel,no
warpton,w@rpt0n,['w@rpt0n'],wArptOn,yes
hosmer,hosm3r,['hosm3r'],homer,no
resume,r3s_m3,['r3s_m3'],rEsAmE,no
dedlock,d3dl0ck,['d3dl0ck'],dEdlOck,yes
pediatricians,p3di4tr1c1@ns,['p3di4tr1c1@ns'],pEdiAtrIcIAns,yes
bisex,b1s3x,['b1s3x'],bIsEx,yes
woodrow,wo0dr0w,['wo0dr0w'],woOdrOw,yes
swishsite,sw1shs1t3,['sw1shs1t3'],swIshsItE,yes
ammunition,amm_n1t10n,['amm_n1t10n'],ammAnItIOn,no
doggystyle,d0ggystyle,['d0ggystyle'],dOggystyle,yes
gnosis,gn0s1s,['gn0s1s'],gnOsIs,yes
ebo,ebo,[],,
pictoral,p1ct0r4l,['p1ct0r4l'],pIctOrAl,yes
worrall,w0rrall,['w0rrall'],wOrrall,yes
babli,b@bli,['b@bli'],bobbi,no
privileg,pr1v1l3g,['pr1v1l3g'],prIvIlEg,yes
nicks,n1cks,['n1cks'],nIcks,yes
spco,spco,[],,
webquest,w3bq_3st,['w3bq_3st'],wEbqAEst,no
henckel,henckel,[],,
christiano,chr1st14n0,['chr1st14n0'],chrIstIAnO,yes
muscaria,m_sc4r1@,['m_sc4r1@'],mAscArIA,no
cerebrum,c3r3brum,['c3r3brum'],cerebrum,yes
lunan,l_nan,['l_nan'],lean,no
rdns,rdns,[],,
maros,maros,[],,
phosphohydrolases,phosphohydrol@s3s,[],,
penzler,p3nzl3r,['p3nzl3r'],pEnzlEr,yes
regged,regged,[],,
joze,j0ze,['j0ze'],joke,no
leper,leper,[],,
discriminants,discr1m1n@nts,['discr1m1n@nts'],discrImInAnts,yes
idina,idina,[],,
menuaction,m3n_@ct1on,['m3n_@ct1on'],mEnAActIon,no
oologah,oologah,[],,
accidentlawyer,4cc1d3ntl4wy3r,['4cc1d3ntl4wy3r'],AccIdEntlAwyEr,yes
sleaford,sl3@ford,['sl3@ford'],slEAford,yes
edicine,3dicin3,['3dicin3'],dicing,no
wfb,wfb,[],,
goba,g0b@,['g0b@'],gone,no
llj,llj,[],,
fissured,f1ss_red,['f1ss_red'],fIssAred,no
rusyns,r_syns,['r_syns'],resync,no
dolor,d0l0r,['d0l0r'],dOlOr,yes
nihe,n1he,['n1he'],nice,no
balagokulam,bal4g0k_l@m,['bal4g0k_l@m'],balAgOkAlAm,no
gyra,gyra,[],,
webkids,w3bk1ds,['w3bk1ds'],wEbkIds,yes
virions,v1r10ns,['v1r10ns'],vIrIOns,yes
lvpecl,lvp3cl,['lvp3cl'],lvpEcl,yes
jbig,jbig,[],,
nymole,nym0l3,['nym0l3'],nymOlE,yes
aaem,aaem,[],,
nelles,n3ll3s,['n3ll3s'],nEllEs,yes
covereth,c0v3r3th,['c0v3r3th'],cOvErEth,yes
leal,l3al,['l3al'],lal,no
overspent,overspent,[],,
mnid,mnid,[],,
shortie,sh0rt13,['sh0rt13'],shOrtIE,yes
untick,_ntick,['_ntick'],antics,no
fukin,f_k1n,['f_k1n'],fAkIn,no
ellow,3ll0w,['3ll0w'],AllOw,no
jobsguide,j0bsg_1d3,['j0bsg_1d3'],jObsgAIdE,no
nbanba,nbanba,[],,
impactor,1mp4ct0r,['1mp4ct0r'],ImpActOr,yes
freopen,fr30p3n,['fr30p3n'],frEOpEn,yes
doliones,d0l10nes,['d0l10nes'],dOlIOnes,yes
distillation,d1stillat10n,['d1stillat10n'],dIstillatIOn,yes
baldassare,bald4ss4r3,['bald4ss4r3'],baldAssArE,yes
utilisez,_tilis3z,['_tilis3z'],AtilisEz,no
burg,b_rg,['b_rg'],bErg,no
pinnata,p1nn4t4,['p1nn4t4'],pInnAtA,yes
brodo,br0d0,['br0d0'],broke,no
ganado,g@n4d0,['g@n4d0'],gAnAdO,yes
actively,4ct1v3ly,['4ct1v3ly'],ActIvEly,yes
clarisworks,cl@r1sw0rks,['cl@r1sw0rks'],clArIswOrks,yes
benner,b3nn3r,['b3nn3r'],bAnnEr,no
liping,liping,[],,
dispmode,d1spm0d3,['d1spm0d3'],dIspmOdE,yes
karvy,k4rvy,['k4rvy'],pervy,no
ikat,1k4t,['1k4t'],SkIt,no
exties,3xt13s,['3xt13s'],ExtIEs,yes
schlenker,schl3nk3r,['schl3nk3r'],schlEnkEr,yes
libido,l1b1d0,['l1b1d0'],lIbIdO,yes
intrapersonal,intr@p3rs0n4l,['intr@p3rs0n4l'],intrApErsOnAl,yes
stutts,st_tts,['st_tts'],starts,no
pretextual,pr3t3xt_@l,['pr3t3xt_@l'],prEtExtAAl,no
novoselic,n0v0s3l1c,['n0v0s3l1c'],nOvOsElIc,yes
deadbrain,de@dbr4in,['de@dbr4in'],deAdbrAin,yes
unfired,_nfir3d,['_nfir3d'],unfired,yes
prealbumin,pre@lb_min,['pre@lb_min'],preAlbAmin,no
noooo,n00o0,['n00o0'],nOOoO,yes
byrum,byr_m,['byr_m'],byron,no
hyperemesis,hyp3rem3s1s,['hyp3rem3s1s'],hypEremEsIs,yes
nhi,nh1,['nh1'],nhA,no
